subject,repeat,scenario,method,accuracy,macro_f1
105,2,rotation_axis_loss,late_fusion,0.5847227607599845,0.4879513664381106
106,0,stable,CWR,0.6901528013582343,0.6200449629975461
106,0,stable,CWR_frozen,0.6901528013582343,0.6200449629975461
106,0,stable,plain_GCCA,0.5959252971137521,0.4978465156599187
106,0,stable,concat_PCA,0.732597623089983,0.6105006554187066
106,0,stable,ALS,0.7466044142614601,0.6245949588225062
106,0,stable,late_fusion,0.9053480475382003,0.8622904321906034
106,0,rotation,CWR,0.6629881154499151,0.5882394061436406
106,0,rotation,CWR_frozen,0.3692699490662139,0.28675496202635253
106,0,rotation,plain_GCCA,0.2495755517826825,0.1801199902498334
106,0,rotation,concat_PCA,0.3862478777589134,0.30643217665918276
106,0,rotation,ALS,0.3968590831918506,0.3186555898619442
106,0,rotation,late_fusion,0.7661290322580645,0.6847608532620132
106,0,axis_loss,CWR,0.6634125636672326,0.5880938507487504
106,0,axis_loss,CWR_frozen,0.6651103565365025,0.6070309620623603
106,0,axis_loss,plain_GCCA,0.5721561969439728,0.47924906891795177
106,0,axis_loss,concat_PCA,0.7045840407470289,0.610361673911271
106,0,axis_loss,ALS,0.7041595925297114,0.6106940263045434
106,0,axis_loss,late_fusion,0.8539898132427843,0.7662990132476634
106,0,rotation_axis_loss,CWR,0.6774193548387096,0.6062823778533245
106,0,rotation_axis_loss,CWR_frozen,0.3561120543293718,0.2886001128455316
106,0,rotation_axis_loss,plain_GCCA,0.28480475382003395,0.20522137809203891
106,0,rotation_axis_loss,concat_PCA,0.43930390492359933,0.3493242136780137
106,0,rotation_axis_loss,ALS,0.4405772495755518,0.3534414267410065
106,0,rotation_axis_loss,late_fusion,0.7699490662139219,0.6907582381077101
106,1,stable,CWR,0.6880305602716469,0.6172260864772946
106,1,stable,CWR_frozen,0.6880305602716469,0.6172260864772946
106,1,stable,plain_GCCA,0.6455857385398981,0.5850732300016257
106,1,stable,concat_PCA,0.7797113752122241,0.6747724855624474
106,1,stable,ALS,0.7801358234295416,0.6731433983716187
106,1,stable,late_fusion,0.9028013582342954,0.8599366618063357
106,1,rotation,CWR,0.6659592529711376,0.5877997411368684
106,1,rotation,CWR_frozen,0.5768251273344652,0.5036963165675888
106,1,rotation,plain_GCCA,0.5093378607809848,0.43430269314462655
106,1,rotation,concat_PCA,0.5785229202037352,0.4742561759766038
106,1,rotation,ALS,0.5912563667232598,0.48357172819684124
106,1,rotation,late_fusion,0.8480475382003395,0.7778363357165535
106,1,axis_loss,CWR,0.6438879456706282,0.5726094151918176
106,1,axis_loss,CWR_frozen,0.716044142614601,0.6481472030861555
106,1,axis_loss,plain_GCCA,0.5738539898132428,0.4978829794215278
106,1,axis_loss,concat_PCA,0.6345500848896435,0.4956228771451443
106,1,axis_loss,ALS,0.6370967741935484,0.49386319320192024
106,1,axis_loss,late_fusion,0.8484719864176571,0.8186024027129943
106,1,rotation_axis_loss,CWR,0.6714770797962648,0.5943027607761374
106,1,rotation_axis_loss,CWR_frozen,0.7105263157894737,0.642780314612727
106,1,rotation_axis_loss,plain_GCCA,0.6171477079796265,0.5683218738656642
106,1,rotation_axis_loss,concat_PCA,0.5394736842105263,0.4723657773013757
106,1,rotation_axis_loss,ALS,0.5564516129032258,0.4857740947895281
106,1,rotation_axis_loss,late_fusion,0.8455008488964346,0.7616143633658597
